delta,S,nu_min
0.09,132,-10.9768135119211
0.09,134,-10.976813549148872
0.09,136,-10.976813585281745
0.09,138,-10.976813620367272
0.09,140,-10.976813654450364
0.09,142,-10.976813687573346
0.09,144,-10.976813719776276
0.09,146,-10.97681375109691
0.09,148,-10.976813781571012
0.09,150,-10.976813811232512
0.09,152,-10.976813840113426
0.09,154,-10.976813868244182
0.09,156,-10.976813895653638
0.09,158,-10.976813922369208
0.09,160,-10.976813948416874
0.09,162,-10.976813973821354
0.09,164,-10.976813998606238
0.09,166,-10.976814022793882
0.09,168,-10.976814046405664
0.09,170,-10.976814069461842
0.09,172,-10.97681409198186
0.09,174,-10.976814113984126
0.09,176,-10.976814135486366
0.09,178,-10.976814156505409
0.09,180,-10.976814177057358
0.09,182,-10.976814197157617
0.09,184,-10.976814216820912
0.09,186,-10.976814236061346
0.09,188,-10.97681425489238
0.09,190,-10.976814273327014
0.09,192,-10.976814291377577
0.09,194,-10.97681430905593
0.09,196,-10.976814326373537
0.09,198,-10.976814343341276
0.09,200,-10.976814359969676
0.09999999999999999,2,NA
0.09999999999999999,4,NA
0.09999999999999999,6,NA
0.09999999999999999,8,NA
0.09999999999999999,10,NA
0.09999999999999999,12,NA
0.09999999999999999,14,NA
0.09999999999999999,16,NA
0.09999999999999999,18,NA
0.09999999999999999,20,NA
0.09999999999999999,22,NA
0.09999999999999999,24,NA
0.09999999999999999,26,NA
0.09999999999999999,28,NA
0.09999999999999999,30,NA
0.09999999999999999,32,NA
0.09999999999999999,34,NA
0.09999999999999999,36,NA
0.09999999999999999,38,NA
0.09999999999999999,40,NA
0.09999999999999999,42,NA
0.09999999999999999,44,NA
0.09999999999999999,46,NA
0.09999999999999999,48,NA
0.09999999999999999,50,NA
0.09999999999999999,52,NA
0.09999999999999999,54,NA
0.09999999999999999,56,NA
0.09999999999999999,58,NA
0.09999999999999999,60,NA
0.09999999999999999,62,NA
0.09999999999999999,64,NA
0.09999999999999999,66,NA
0.09999999999999999,68,NA
0.09999999999999999,70,NA
0.09999999999999999,72,NA
0.09999999999999999,74,NA
0.09999999999999999,76,NA
0.09999999999999999,78,NA
0.09999999999999999,80,NA
0.09999999999999999,82,NA
0.09999999999999999,84,NA
0.09999999999999999,86,NA
0.09999999999999999,88,NA
0.09999999999999999,90,NA
0.09999999999999999,92,NA
0.09999999999999999,94,NA
0.09999999999999999,96,NA
0.09999999999999999,98,NA
0.09999999999999999,100,NA
0.09999999999999999,102,NA
0.09999999999999999,104,NA
0.09999999999999999,106,NA
0.09999999999999999,108,NA
0.09999999999999999,110,NA
0.09999999999999999,112,NA
0.09999999999999999,114,NA
0.09999999999999999,116,NA
0.09999999999999999,118,NA
0.09999999999999999,120,NA
0.09999999999999999,122,NA
0.09999999999999999,124,NA
0.09999999999999999,126,NA
0.09999999999999999,128,NA
0.09999999999999999,130,NA
0.09999999999999999,132,NA
0.09999999999999999,134,NA
0.09999999999999999,136,NA
0.09999999999999999,138,NA
0.09999999999999999,140,NA
0.09999999999999999,142,NA
0.09999999999999999,144,NA
0.09999999999999999,146,NA
0.09999999999999999,148,NA
0.09999999999999999,150,NA
0.09999999999999999,152,NA
0.09999999999999999,154,NA
0.09999999999999999,156,NA
0.09999999999999999,158,NA
0.09999999999999999,160,NA
0.09999999999999999,162,NA
0.09999999999999999,164,NA
0.09999999999999999,166,NA
0.09999999999999999,168,NA
0.09999999999999999,170,NA
0.09999999999999999,172,NA
0.09999999999999999,174,NA
0.09999999999999999,176,NA
0.09999999999999999,178,NA
0.09999999999999999,180,NA
0.09999999999999999,182,NA
0.09999999999999999,184,NA
0.09999999999999999,186,NA
0.09999999999999999,188,NA
0.09999999999999999,190,NA
0.09999999999999999,192,NA
0.09999999999999999,194,NA
0.09999999999999999,196,NA
0.09999999999999999,198,NA
0.09999999999999999,200,NA
0.11,2,NA
0.11,4,NA
0.11,6,NA
0.11,8,NA
0.11,10,NA
0.11,12,NA
0.11,14,NA
0.11,16,NA
0.11,18,NA
0.11,20,NA
0.11,22,NA
0.11,24,NA
0.11,26,NA
0.11,28,NA
0.11,30,NA
0.11,32,NA
0.11,34,NA
0.11,36,NA
0.11,38,NA
0.11,40,NA
0.11,42,NA
0.11,44,NA
0.11,46,NA
0.11,48,NA
0.11,50,NA
0.11,52,NA
0.11,54,NA
0.11,56,NA
0.11,58,NA
0.11,60,NA
0.11,62,NA
0.11,64,NA
0.11,66,NA
0.11,68,NA
0.11,70,NA
0.11,72,NA
0.11,74,NA
0.11,76,NA
0.11,78,NA
0.11,80,NA
0.11,82,NA
0.11,84,NA
0.11,86,NA
0.11,88,NA
0.11,90,NA
0.11,92,NA
0.11,94,NA
0.11,96,NA
0.11,98,NA
0.11,100,NA
0.11,102,NA
0.11,104,NA
0.11,106,NA
0.11,108,NA
0.11,110,NA
0.11,112,NA
0.11,114,NA
0.11,116,NA
0.11,118,NA
0.11,120,NA
0.11,122,NA
0.11,124,NA
0.11,126,NA
0.11,128,NA
0.11,130,NA
0.11,132,NA
0.11,134,NA
0.11,136,NA
0.11,138,NA
0.11,140,NA
0.11,142,NA
0.11,144,NA
0.11,146,NA
0.11,148,NA
0.11,150,NA
0.11,152,NA
0.11,154,NA
0.11,156,NA
0.11,158,NA
0.11,160,NA
0.11,162,NA
0.11,164,NA
0.11,166,NA
0.11,168,NA
0.11,170,NA
0.11,172,NA
0.11,174,NA
0.11,176,NA
0.11,178,NA
0.11,180,NA
0.11,182,NA
0.11,184,NA
0.11,186,NA
0.11,188,NA
0.11,190,NA
0.11,192,NA
0.11,194,NA
0.11,196,NA
0.11,198,NA
0.11,200,NA
0.12,2,NA
0.12,4,NA
0.12,6,NA
0.12,8,NA
0.12,10,NA
0.12,12,NA
0.12,14,NA
0.12,16,NA
0.12,18,NA
0.12,20,NA
0.12,22,NA
0.12,24,NA
0.12,26,NA
0.12,28,NA
0.12,30,NA
0.12,32,NA
0.12,34,NA
0.12,36,NA
0.12,38,NA
0.12,40,NA
0.12,42,NA
0.12,44,NA
0.12,46,NA
0.12,48,NA
0.12,50,NA
0.12,52,NA
0.12,54,NA
0.12,56,NA
0.12,58,NA
0.12,60,NA
0.12,62,NA
0.12,64,NA
0.12,66,NA
0.12,68,NA
0.12,70,NA
0.12,72,NA
0.12,74,NA
0.12,76,NA
0.12,78,NA
0.12,80,NA
0.12,82,NA
0.12,84,NA
0.12,86,NA
0.12,88,NA
0.12,90,NA
0.12,92,NA
0.12,94,NA
0.12,96,NA
0.12,98,NA
0.12,100,NA
0.12,102,NA
0.12,104,NA
0.12,106,NA
0.12,108,NA
0.12,110,NA
0.12,112,NA
0.12,114,NA
0.12,116,NA
0.12,118,NA
0.12,120,NA
0.12,122,NA
0.12,124,NA
0.12,126,NA
0.12,128,NA
0.12,130,NA
0.12,132,NA
0.12,134,NA
0.12,136,NA
0.12,138,NA
0.12,140,NA
0.12,142,NA
0.12,144,NA
0.12,146,NA
0.12,148,NA
0.12,150,NA
0.12,152,NA
0.12,154,NA
0.12,156,NA
0.12,158,NA
0.12,160,NA
0.12,162,NA
0.12,164,NA
0.12,166,NA
0.12,168,NA
0.12,170,NA
0.12,172,NA
0.12,174,NA
0.12,176,NA
0.12,178,NA
0.12,180,NA
0.12,182,NA
0.12,184,NA
0.12,186,NA
0.12,188,NA
0.12,190,NA
0.12,192,NA
0.12,194,NA
0.12,196,NA
0.12,198,NA
0.12,200,NA
0.13,2,NA
0.13,4,NA
0.13,6,NA
0.13,8,NA
0.13,10,NA
0.13,12,NA
0.13,14,NA
0.13,16,NA
0.13,18,NA
0.13,20,NA
0.13,22,NA
0.13,24,NA
0.13,26,NA
0.13,28,NA
0.13,30,NA
0.13,32,NA
0.13,34,NA
0.13,36,NA
0.13,38,NA
0.13,40,NA
0.13,42,NA
0.13,44,NA
0.13,46,NA
0.13,48,NA
0.13,50,NA
0.13,52,NA
0.13,54,NA
0.13,56,NA
0.13,58,NA
0.13,60,NA
0.13,62,NA
0.13,64,NA
0.13,66,NA
0.13,68,NA
0.13,70,NA
0.13,72,NA
0.13,74,NA
0.13,76,NA
0.13,78,NA
0.13,80,NA
0.13,82,NA
0.13,84,NA
0.13,86,NA
0.13,88,NA
0.13,90,NA
0.13,92,NA
0.13,94,NA
0.13,96,NA
0.13,98,NA
0.13,100,NA
0.13,102,NA
0.13,104,NA
0.13,106,NA
0.13,108,NA
0.13,110,NA
0.13,112,NA
0.13,114,NA
0.13,116,NA
0.13,118,NA
0.13,120,NA
0.13,122,NA
0.13,124,NA
0.13,126,NA
0.13,128,NA
0.13,130,NA
0.13,132,NA
0.13,134,NA
0.13,136,NA
0.13,138,NA
0.13,140,NA
0.13,142,NA
0.13,144,NA
0.13,146,NA
0.13,148,NA
0.13,150,NA
0.13,152,NA
0.13,154,NA
0.13,156,NA
0.13,158,NA
0.13,160,NA
0.13,162,NA
0.13,164,NA
0.13,166,NA
0.13,168,NA
0.13,170,NA
0.13,172,NA
0.13,174,NA
0.13,176,NA
0.13,178,NA
0.13,180,NA
0.13,182,NA
0.13,184,NA
0.13,186,NA
0.13,188,NA
0.13,190,NA
0.13,192,NA
0.13,194,NA
0.13,196,NA
0.13,198,NA
0.13,200,NA
0.14,2,NA
0.14,4,NA
0.14,6,NA
0.14,8,NA
0.14,10,NA
0.14,12,NA
0.14,14,NA
0.14,16,NA
0.14,18,NA
0.14,20,NA
0.14,22,NA
0.14,24,NA
0.14,26,NA
0.14,28,NA
0.14,30,NA
0.14,32,NA
0.14,34,NA
0.14,36,NA
0.14,38,NA
0.14,40,NA
0.14,42,NA
0.14,44,NA
0.14,46,NA
0.14,48,NA
0.14,50,NA
0.14,52,NA
0.14,54,NA
0.14,56,NA
0.14,58,NA
0.14,60,NA
0.14,62,NA
0.14,64,NA
0.14,66,NA
0.14,68,NA
0.14,70,NA
0.14,72,NA
0.14,74,NA
0.14,76,NA
0.14,78,NA
0.14,80,NA
0.14,82,NA
0.14,84,NA
0.14,86,NA
0.14,88,NA
0.14,90,NA
0.14,92,NA
0.14,94,NA
0.14,96,NA
0.14,98,NA
0.14,100,NA
0.14,102,NA
0.14,104,NA
0.14,106,NA
0.14,108,NA
0.14,110,NA
0.14,112,NA
0.14,114,NA
0.14,116,NA
0.14,118,NA
0.14,120,NA
0.14,122,NA
0.14,124,NA
0.14,126,NA
0.14,128,NA
0.14,130,NA
0.14,132,NA
0.14,134,NA
0.14,136,NA
0.14,138,NA
0.14,140,NA
0.14,142,NA
0.14,144,NA
0.14,146,NA
0.14,148,NA
0.14,150,NA
0.14,152,NA
0.14,154,NA
0.14,156,NA
0.14,158,NA
0.14,160,NA
0.14,162,NA
0.14,164,NA
0.14,166,NA
0.14,168,NA
0.14,170,NA
0.14,172,NA
0.14,174,NA
0.14,176,NA
0.14,178,NA
0.14,180,NA
0.14,182,NA
0.14,184,NA
0.14,186,NA
0.14,188,NA
0.14,190,NA
0.14,192,NA
0.14,194,NA
0.14,196,NA
0.14,198,NA
0.14,200,NA
0.15000000000000002,2,NA
0.15000000000000002,4,NA
0.15000000000000002,6,NA
0.15000000000000002,8,NA
0.15000000000000002,10,NA
0.15000000000000002,12,NA
0.15000000000000002,14,NA
0.15000000000000002,16,NA
0.15000000000000002,18,NA
0.15000000000000002,20,NA
0.15000000000000002,22,NA
0.15000000000000002,24,NA
0.15000000000000002,26,NA
0.15000000000000002,28,NA
0.15000000000000002,30,NA
0.15000000000000002,32,NA
0.15000000000000002,34,NA
0.15000000000000002,36,NA
0.15000000000000002,38,NA
0.15000000000000002,40,NA
0.15000000000000002,42,NA
0.15000000000000002,44,NA
0.15000000000000002,46,NA
0.15000000000000002,48,NA
0.15000000000000002,50,NA
0.15000000000000002,52,NA
0.15000000000000002,54,NA
0.15000000000000002,56,NA
0.15000000000000002,58,NA
0.15000000000000002,60,NA
0.15000000000000002,62,NA
0.15000000000000002,64,NA
0.15000000000000002,66,NA
0.15000000000000002,68,NA
0.15000000000000002,70,NA
0.15000000000000002,72,NA
0.15000000000000002,74,NA
0.15000000000000002,76,NA
0.15000000000000002,78,NA
0.15000000000000002,80,NA
0.15000000000000002,82,NA
0.15000000000000002,84,NA
0.15000000000000002,86,NA
0.15000000000000002,88,NA
0.15000000000000002,90,NA
0.15000000000000002,92,NA
0.15000000000000002,94,NA
0.15000000000000002,96,NA
0.15000000000000002,98,NA
0.15000000000000002,100,NA
0.15000000000000002,102,NA
0.15000000000000002,104,NA
0.15000000000000002,106,NA
0.15000000000000002,108,NA
0.15000000000000002,110,NA
0.15000000000000002,112,NA
0.15000000000000002,114,NA
0.15000000000000002,116,NA
0.15000000000000002,118,NA
0.15000000000000002,120,NA
0.15000000000000002,122,NA
0.15000000000000002,124,NA
0.15000000000000002,126,NA
0.15000000000000002,128,NA
0.15000000000000002,130,NA
0.15000000000000002,132,NA
0.15000000000000002,134,NA
0.15000000000000002,136,NA
0.15000000000000002,138,NA
0.15000000000000002,140,NA
0.15000000000000002,142,NA
0.15000000000000002,144,NA
0.15000000000000002,146,NA
0.15000000000000002,148,NA
0.15000000000000002,150,NA
0.15000000000000002,152,NA
0.15000000000000002,154,NA
0.15000000000000002,156,NA
0.15000000000000002,158,NA
0.15000000000000002,160,NA
0.15000000000000002,162,NA
0.15000000000000002,164,NA
0.15000000000000002,166,NA
0.15000000000000002,168,NA
0.15000000000000002,170,NA
0.15000000000000002,172,NA
0.15000000000000002,174,NA
0.15000000000000002,176,NA
0.15000000000000002,178,NA
0.15000000000000002,180,NA
0.15000000000000002,182,NA
0.15000000000000002,184,NA
0.15000000000000002,186,NA
0.15000000000000002,188,NA
0.15000000000000002,190,NA
0.15000000000000002,192,NA
0.15000000000000002,194,NA
0.15000000000000002,196,NA
0.15000000000000002,198,NA
0.15000000000000002,200,NA
0.16,2,NA
0.16,4,NA
0.16,6,NA
0.16,8,NA
0.16,10,NA
0.16,12,NA
0.16,14,NA
0.16,16,NA
0.16,18,NA
0.16,20,NA
0.16,22,NA
0.16,24,NA
0.16,26,NA
0.16,28,NA
0.16,30,NA
0.16,32,NA
0.16,34,NA
0.16,36,NA
0.16,38,NA
0.16,40,NA
0.16,42,NA
0.16,44,NA
0.16,46,NA
0.16,48,NA
0.16,50,NA
0.16,52,NA
0.16,54,NA
0.16,56,NA
0.16,58,NA
0.16,60,NA
0.16,62,NA
0.16,64,NA
0.16,66,NA
0.16,68,NA
0.16,70,NA
0.16,72,NA
0.16,74,NA
0.16,76,NA
0.16,78,NA
0.16,80,NA
0.16,82,NA
0.16,84,NA
0.16,86,NA
0.16,88,NA
0.16,90,NA
0.16,92,NA
0.16,94,NA
0.16,96,NA
0.16,98,NA
0.16,100,NA
0.16,102,NA
0.16,104,NA
0.16,106,NA
0.16,108,NA
0.16,110,NA
0.16,112,NA
0.16,114,NA
0.16,116,NA
0.16,118,NA
0.16,120,NA
0.16,122,NA
0.16,124,NA
0.16,126,NA
0.16,128,NA
0.16,130,NA
0.16,132,NA
0.16,134,NA
0.16,136,NA
0.16,138,NA
0.16,140,NA
0.16,142,NA
0.16,144,NA
0.16,146,NA
0.16,148,NA
0.16,150,NA
0.16,152,NA
0.16,154,NA
0.16,156,NA
0.16,158,NA
0.16,160,NA
0.16,162,NA
0.16,164,NA
0.16,166,NA
0.16,168,NA
0.16,170,NA
0.16,172,NA
0.16,174,NA
0.16,176,NA
0.16,178,NA
0.16,180,NA
0.16,182,NA
0.16,184,NA
0.16,186,NA
0.16,188,NA
0.16,190,NA
0.16,192,NA
0.16,194,NA
0.16,196,NA
0.16,198,NA
0.16,200,NA
0.17,2,NA
0.17,4,NA
0.17,6,NA
0.17,8,NA
0.17,10,NA
0.17,12,NA
0.17,14,NA
0.17,16,NA
0.17,18,NA
0.17,20,NA
0.17,22,NA
0.17,24,NA
0.17,26,NA
0.17,28,NA
0.17,30,NA
0.17,32,NA
0.17,34,NA
0.17,36,NA
0.17,38,NA
0.17,40,NA
0.17,42,NA
0.17,44,NA
0.17,46,NA
0.17,48,NA
0.17,50,NA
0.17,52,NA
0.17,54,NA
0.17,56,NA
0.17,58,NA
0.17,60,NA
0.17,62,NA
0.17,64,NA
0.17,66,NA
0.17,68,NA
0.17,70,NA
0.17,72,NA
0.17,74,NA
0.17,76,NA
0.17,78,NA
0.17,80,NA
0.17,82,NA
0.17,84,NA
0.17,86,NA
0.17,88,NA
0.17,90,NA
0.17,92,NA
0.17,94,NA
0.17,96,NA
0.17,98,NA
0.17,100,NA
0.17,102,NA
0.17,104,NA
0.17,106,NA
0.17,108,NA
0.17,110,NA
0.17,112,NA
0.17,114,NA
0.17,116,NA
0.17,118,NA
0.17,120,NA
0.17,122,NA
0.17,124,NA
0.17,126,NA
0.17,128,NA
0.17,130,NA
0.17,132,NA
0.17,134,NA
0.17,136,NA
0.17,138,NA
0.17,140,NA
0.17,142,NA
0.17,144,NA
0.17,146,NA
0.17,148,NA
0.17,150,NA
0.17,152,NA
0.17,154,NA
0.17,156,NA
0.17,158,NA
0.17,160,NA
0.17,162,NA
0.17,164,NA
0.17,166,NA
0.17,168,NA
0.17,170,NA
0.17,172,NA
0.17,174,NA
0.17,176,NA
0.17,178,NA
0.17,180,NA
0.17,182,NA
0.17,184,NA
0.17,186,NA
0.17,188,NA
0.17,190,NA
0.17,192,NA
0.17,194,NA
0.17,196,NA
0.17,198,NA
0.17,200,NA
0.18000000000000002,2,NA
0.18000000000000002,4,NA
0.18000000000000002,6,NA
0.18000000000000002,8,NA
0.18000000000000002,10,NA
0.18000000000000002,12,NA
0.18000000000000002,14,NA
0.18000000000000002,16,NA
0.18000000000000002,18,NA
0.18000000000000002,20,NA
0.18000000000000002,22,NA
0.18000000000000002,24,NA
0.18000000000000002,26,NA
0.18000000000000002,28,NA
0.18000000000000002,30,NA
0.18000000000000002,32,NA
0.18000000000000002,34,NA
0.18000000000000002,36,NA
0.18000000000000002,38,NA
0.18000000000000002,40,NA
0.18000000000000002,42,NA
0.18000000000000002,44,NA
0.18000000000000002,46,NA
0.18000000000000002,48,NA
0.18000000000000002,50,NA
0.18000000000000002,52,NA
0.18000000000000002,54,NA
0.18000000000000002,56,NA
0.18000000000000002,58,NA
0.18000000000000002,60,NA
0.18000000000000002,62,NA
0.18000000000000002,64,NA
0.18000000000000002,66,NA
0.18000000000000002,68,NA
0.18000000000000002,70,NA
0.18000000000000002,72,NA
0.18000000000000002,74,NA
0.18000000000000002,76,NA
0.18000000000000002,78,NA
0.18000000000000002,80,NA
0.18000000000000002,82,NA
0.18000000000000002,84,NA
0.18000000000000002,86,NA
0.18000000000000002,88,NA
0.18000000000000002,90,NA
0.18000000000000002,92,NA
0.18000000000000002,94,NA
0.18000000000000002,96,NA
0.18000000000000002,98,NA
0.18000000000000002,100,NA
0.18000000000000002,102,NA
0.18000000000000002,104,NA
0.18000000000000002,106,NA
0.18000000000000002,108,NA
0.18000000000000002,110,NA
0.18000000000000002,112,NA
0.18000000000000002,114,NA
0.18000000000000002,116,NA
0.18000000000000002,118,NA
0.18000000000000002,120,NA
0.18000000000000002,122,NA
0.18000000000000002,124,NA
0.18000000000000002,126,NA
0.18000000000000002,128,NA
0.18000000000000002,130,NA
0.18000000000000002,132,NA
0.18000000000000002,134,NA
0.18000000000000002,136,NA
0.18000000000000002,138,NA
0.18000000000000002,140,NA
0.18000000000000002,142,NA
0.18000000000000002,144,NA
0.18000000000000002,146,NA
0.18000000000000002,148,NA
0.18000000000000002,150,NA
0.18000000000000002,152,NA
0.18000000000000002,154,NA
0.18000000000000002,156,NA
0.18000000000000002,158,NA
0.18000000000000002,160,NA
0.18000000000000002,162,NA
0.18000000000000002,164,NA
0.18000000000000002,166,NA
0.18000000000000002,168,NA
0.18000000000000002,170,NA
0.18000000000000002,172,NA
0.18000000000000002,174,NA
0.18000000000000002,176,NA
0.18000000000000002,178,NA
0.18000000000000002,180,NA
0.18000000000000002,182,NA
0.18000000000000002,184,NA
0.18000000000000002,186,NA
0.18000000000000002,188,NA
0.18000000000000002,190,NA
0.18000000000000002,192,NA
0.18000000000000002,194,NA
0.18000000000000002,196,NA
0.18000000000000002,198,NA
0.18000000000000002,200,NA
0.19,2,NA
0.19,4,NA
0.19,6,NA
0.19,8,NA
0.19,10,NA
0.19,12,NA
0.19,14,NA
0.19,16,NA
0.19,18,NA
0.19,20,NA
0.19,22,NA
0.19,24,NA
0.19,26,NA
0.19,28,NA
0.19,30,NA
0.19,32,NA
0.19,34,NA
0.19,36,NA
0.19,38,NA
0.19,40,NA
0.19,42,NA
0.19,44,NA
0.19,46,NA
0.19,48,NA
0.19,50,NA
0.19,52,NA
0.19,54,NA
0.19,56,NA
0.19,58,NA
0.19,60,NA
0.19,62,NA
0.19,64,NA
0.19,66,NA
0.19,68,NA
0.19,70,NA
0.19,72,NA
0.19,74,NA
0.19,76,NA
0.19,78,NA
0.19,80,NA
0.19,82,NA
0.19,84,NA
0.19,86,NA
0.19,88,NA
0.19,90,NA
0.19,92,NA
0.19,94,NA
0.19,96,NA
0.19,98,NA
0.19,100,NA
0.19,102,NA
0.19,104,NA
0.19,106,NA
0.19,108,NA
0.19,110,NA
0.19,112,NA
0.19,114,NA
0.19,116,NA
0.19,118,NA
0.19,120,NA
0.19,122,NA
0.19,124,NA
0.19,126,NA
0.19,128,NA
0.19,130,NA
0.19,132,NA
0.19,134,NA
0.19,136,NA
0.19,138,NA
0.19,140,NA
0.19,142,NA
0.19,144,NA
0.19,146,NA
0.19,148,NA
0.19,150,NA
0.19,152,NA
0.19,154,NA
0.19,156,NA
0.19,158,NA
0.19,160,NA
0.19,162,NA
0.19,164,NA
0.19,166,NA
0.19,168,NA
0.19,170,NA
0.19,172,NA
0.19,174,NA
0.19,176,NA
0.19,178,NA
0.19,180,NA
0.19,182,NA
0.19,184,NA
0.19,186,NA
0.19,188,NA
0.19,190,NA
0.19,192,NA
0.19,194,NA
0.19,196,NA
0.19,198,NA
0.19,200,NA
0.2,2,NA
0.2,4,NA
0.2,6,NA
0.2,8,NA
0.2,10,NA
0.2,12,NA
0.2,14,NA
0.2,16,NA
0.2,18,NA
0.2,20,NA
0.2,22,NA
0.2,24,NA
0.2,26,NA
0.2,28,NA
0.2,30,NA
0.2,32,NA
0.2,34,NA
0.2,36,NA
0.2,38,NA
0.2,40,NA
0.2,42,NA
0.2,44,NA
0.2,46,NA
0.2,48,NA
0.2,50,NA
0.2,52,NA
0.2,54,NA
0.2,56,NA
0.2,58,NA
0.2,60,NA
0.2,62,NA
0.2,64,NA
0.2,66,NA
0.2,68,NA
0.2,70,NA
0.2,72,NA
0.2,74,NA
0.2,76,NA
0.2,78,NA
0.2,80,NA
0.2,82,NA
0.2,84,NA
0.2,86,NA
0.2,88,NA
0.2,90,NA
0.2,92,NA
0.2,94,NA
0.2,96,NA
0.2,98,NA
0.2,100,NA
0.2,102,NA
0.2,104,NA
0.2,106,NA
0.2,108,NA
0.2,110,NA
0.2,112,NA
0.2,114,NA
0.2,116,NA
0.2,118,NA
0.2,120,NA
0.2,122,NA
0.2,124,NA
0.2,126,NA
0.2,128,NA
0.2,130,NA
0.2,132,NA
0.2,134,NA
0.2,136,NA
0.2,138,NA
0.2,140,NA
0.2,142,NA
0.2,144,NA
0.2,146,NA
0.2,148,NA
0.2,150,NA
0.2,152,NA
0.2,154,NA
0.2,156,NA
0.2,158,NA
0.2,160,NA
0.2,162,NA
0.2,164,NA
0.2,166,NA
0.2,168,NA
0.2,170,NA
0.2,172,NA
0.2,174,NA
0.2,176,NA
0.2,178,NA
0.2,180,NA
0.2,182,NA
0.2,184,NA
0.2,186,NA
0.2,188,NA
0.2,190,NA
0.2,192,NA
0.2,194,NA
0.2,196,NA
0.2,198,NA
0.2,200,NA
0.21000000000000002,2,NA
0.21000000000000002,4,NA
0.21000000000000002,6,NA
0.21000000000000002,8,NA
0.21000000000000002,10,NA
0.21000000000000002,12,NA
0.21000000000000002,14,NA
0.21000000000000002,16,NA
0.21000000000000002,18,NA
0.21000000000000002,20,NA
0.21000000000000002,22,NA
0.21000000000000002,24,NA
0.21000000000000002,26,NA
0.21000000000000002,28,NA
0.21000000000000002,30,NA
0.21000000000000002,32,NA
0.21000000000000002,34,NA
0.21000000000000002,36,NA
0.21000000000000002,38,NA
0.21000000000000002,40,NA
0.21000000000000002,42,NA
0.21000000000000002,44,NA
0.21000000000000002,46,NA
0.21000000000000002,48,NA
0.21000000000000002,50,NA
0.21000000000000002,52,NA
0.21000000000000002,54,NA
0.21000000000000002,56,NA
0.21000000000000002,58,NA
0.21000000000000002,60,NA
0.21000000000000002,62,NA
0.21000000000000002,64,NA
0.21000000000000002,66,NA
0.21000000000000002,68,NA
0.21000000000000002,70,NA
0.21000000000000002,72,NA
0.21000000000000002,74,NA
0.21000000000000002,76,NA
0.21000000000000002,78,NA
0.21000000000000002,80,NA
0.21000000000000002,82,NA
0.21000000000000002,84,NA
0.21000000000000002,86,NA
0.21000000000000002,88,NA
0.21000000000000002,90,NA
0.21000000000000002,92,NA
0.21000000000000002,94,NA
0.21000000000000002,96,NA
0.21000000000000002,98,NA
0.21000000000000002,100,NA
0.21000000000000002,102,NA
0.21000000000000002,104,NA
0.21000000000000002,106,NA
0.21000000000000002,108,NA
0.21000000000000002,110,NA
0.21000000000000002,112,NA
0.21000000000000002,114,NA
0.21000000000000002,116,NA
0.21000000000000002,118,NA
0.21000000000000002,120,NA
0.21000000000000002,122,NA
0.21000000000000002,124,NA
0.21000000000000002,126,NA
0.21000000000000002,128,NA
0.21000000000000002,130,NA
0.21000000000000002,132,NA
0.21000000000000002,134,NA
0.21000000000000002,136,NA
0.21000000000000002,138,NA
0.21000000000000002,140,NA
0.21000000000000002,142,NA
0.21000000000000002,144,NA
0.21000000000000002,146,NA
0.21000000000000002,148,NA
0.21000000000000002,150,NA
0.21000000000000002,152,NA
0.21000000000000002,154,NA
0.21000000000000002,156,NA
0.21000000000000002,158,NA
0.21000000000000002,160,NA
0.21000000000000002,162,NA
0.21000000000000002,164,NA
0.21000000000000002,166,NA
0.21000000000000002,168,NA
0.21000000000000002,170,NA
0.21000000000000002,172,NA
0.21000000000000002,174,NA
0.21000000000000002,176,NA
0.21000000000000002,178,NA
0.21000000000000002,180,NA
0.21000000000000002,182,NA
0.21000000000000002,184,NA
0.21000000000000002,186,NA
0.21000000000000002,188,NA
0.21000000000000002,190,NA
0.21000000000000002,192,NA
0.21000000000000002,194,NA
0.21000000000000002,196,NA
0.21000000000000002,198,NA
0.21000000000000002,200,NA
0.22,2,NA
0.22,4,NA
0.22,6,NA
0.22,8,NA
0.22,10,NA
0.22,12,NA
0.22,14,NA
0.22,16,NA
0.22,18,NA
0.22,20,NA
0.22,22,NA
0.22,24,NA
0.22,26,NA
0.22,28,NA
0.22,30,NA
0.22,32,NA
0.22,34,NA
0.22,36,NA
0.22,38,NA
0.22,40,NA
0.22,42,NA
0.22,44,NA
0.22,46,NA
0.22,48,NA
0.22,50,NA
0.22,52,NA
0.22,54,NA
0.22,56,NA
0.22,58,NA
0.22,60,NA
0.22,62,NA
0.22,64,NA
0.22,66,NA
0.22,68,NA
0.22,70,NA
0.22,72,NA
0.22,74,NA
0.22,76,NA
0.22,78,NA
0.22,80,NA
0.22,82,NA
0.22,84,NA
0.22,86,NA
0.22,88,NA
0.22,90,NA
0.22,92,NA
0.22,94,NA
0.22,96,NA
0.22,98,NA
0.22,100,NA
0.22,102,NA
0.22,104,NA
0.22,106,NA
0.22,108,NA
0.22,110,NA
0.22,112,NA
0.22,114,NA
0.22,116,NA
0.22,118,NA
0.22,120,NA
0.22,122,NA
0.22,124,NA
0.22,126,NA
0.22,128,NA
0.22,130,NA
0.22,132,NA
0.22,134,NA
0.22,136,NA
0.22,138,NA
0.22,140,NA
0.22,142,NA
0.22,144,NA
0.22,146,NA
